,x
a_T0,2.248952
a_Tm,40.13383
a_c,0.000271964
mu_T0,12.71508
mu_Tm,38.04809469
mu_c,-0.757869
PDR_T0,17.33263
PDR_Tm,42.19592
PDR_c,0.000135891
